,question,document
112,Какие документы необходимы для перевода?,"Заявления о переводе принимаются два раза в год, как правило:   для студентов очной и очно–заочной форм обучения 2 курса и последующих: с одной образовательной программы на иную в течение 2 (двух) недель после окончания летней/зимней промежуточной аттестации в соответствии с календарным учебным графиком, 1 курса (1 семестр);  с одной образовательной программы на иную в течение 2 (двух) недель от начала семестра в соответствии с календарным учебным графиком, 1 курса (2 семестр);  в течение 2 (двух) недель после окончания летней промежуточной аттестации в соответствии с календарным учебным графиком;  с одной формы обучения на другую: с очной на очно-заочную, с очно-заочной на очную – в течение 2 (двух) недель после окончания летней/зимней промежуточной аттестации в соответствии с календарным учебным графиком;  с очной/очно-заочной формы обучения на заочную с 1 сентября соответствующего календарного года, но не позднее, чем за 2 (два) месяца до начала промежуточной аттестации/практики текущего семестра (триместра, модуля) в соответствии с календарным учебным графиком;  для студентов заочной формы обучения: с одной образовательной программы на иную не позднее, чем за 2 (два) месяца до начала промежуточной аттестации/практики текущего семестра (триместра, модуля) иной образовательной программы;  с одной формы обучения на другую; с заочной на очную/очно – заочную форму обучения в первые 2 (две) недели начала семестра по очной/ очно – заочной форме обучения в соответствии с календарным учебным графиком. Пакет документов для перевода: Заявление о переводе Заявление на перезачет с оценки ""зачтено"" на ""удовлетворительно""  Бланки заявлений можно скачать по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/perevod-vnutri/   Заявления Вы можете подать лично в «Едином деканате» по адресу ул.Семакова, д.18 (3 этаж, холл) или направить на электронную почту  ed@utmn.ru"
113,Где можно скачать бланки заявлений для перевода?,"Заявления о переводе принимаются два раза в год, как правило:   для студентов очной и очно–заочной форм обучения 2 курса и последующих: с одной образовательной программы на иную в течение 2 (двух) недель после окончания летней/зимней промежуточной аттестации в соответствии с календарным учебным графиком, 1 курса (1 семестр);  с одной образовательной программы на иную в течение 2 (двух) недель от начала семестра в соответствии с календарным учебным графиком, 1 курса (2 семестр);  в течение 2 (двух) недель после окончания летней промежуточной аттестации в соответствии с календарным учебным графиком;  с одной формы обучения на другую: с очной на очно-заочную, с очно-заочной на очную – в течение 2 (двух) недель после окончания летней/зимней промежуточной аттестации в соответствии с календарным учебным графиком;  с очной/очно-заочной формы обучения на заочную с 1 сентября соответствующего календарного года, но не позднее, чем за 2 (два) месяца до начала промежуточной аттестации/практики текущего семестра (триместра, модуля) в соответствии с календарным учебным графиком;  для студентов заочной формы обучения: с одной образовательной программы на иную не позднее, чем за 2 (два) месяца до начала промежуточной аттестации/практики текущего семестра (триместра, модуля) иной образовательной программы;  с одной формы обучения на другую; с заочной на очную/очно – заочную форму обучения в первые 2 (две) недели начала семестра по очной/ очно – заочной форме обучения в соответствии с календарным учебным графиком. Пакет документов для перевода: Заявление о переводе Заявление на перезачет с оценки ""зачтено"" на ""удовлетворительно""  Бланки заявлений можно скачать по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/perevod-vnutri/   Заявления Вы можете подать лично в «Едином деканате» по адресу ул.Семакова, д.18 (3 этаж, холл) или направить на электронную почту  ed@utmn.ru"
114,Как можно подать заявление на перевод?,"Заявления о переводе принимаются два раза в год, как правило:   для студентов очной и очно–заочной форм обучения 2 курса и последующих: с одной образовательной программы на иную в течение 2 (двух) недель после окончания летней/зимней промежуточной аттестации в соответствии с календарным учебным графиком, 1 курса (1 семестр);  с одной образовательной программы на иную в течение 2 (двух) недель от начала семестра в соответствии с календарным учебным графиком, 1 курса (2 семестр);  в течение 2 (двух) недель после окончания летней промежуточной аттестации в соответствии с календарным учебным графиком;  с одной формы обучения на другую: с очной на очно-заочную, с очно-заочной на очную – в течение 2 (двух) недель после окончания летней/зимней промежуточной аттестации в соответствии с календарным учебным графиком;  с очной/очно-заочной формы обучения на заочную с 1 сентября соответствующего календарного года, но не позднее, чем за 2 (два) месяца до начала промежуточной аттестации/практики текущего семестра (триместра, модуля) в соответствии с календарным учебным графиком;  для студентов заочной формы обучения: с одной образовательной программы на иную не позднее, чем за 2 (два) месяца до начала промежуточной аттестации/практики текущего семестра (триместра, модуля) иной образовательной программы;  с одной формы обучения на другую; с заочной на очную/очно – заочную форму обучения в первые 2 (две) недели начала семестра по очной/ очно – заочной форме обучения в соответствии с календарным учебным графиком. Пакет документов для перевода: Заявление о переводе Заявление на перезачет с оценки ""зачтено"" на ""удовлетворительно""  Бланки заявлений можно скачать по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/perevod-vnutri/   Заявления Вы можете подать лично в «Едином деканате» по адресу ул.Семакова, д.18 (3 этаж, холл) или направить на электронную почту  ed@utmn.ru"
117,Как подать заявление на отпуск по беременности и родам?,"Заявление подается  через личный кабинет на портале ""Вместе"". Отпуск по беременности и родам предоставляется обучающемуся на основании личного заявления и выданной в установленном порядке медицинской справки. Продолжительность отпуска по беременности и родам составляет 70 (в случае многоплодной беременности – 84) календарных дней до родов и 70 (в случае осложненных родов – 86, при рождении двух или более детей – 110) календарных дней после родов, исчисляется суммарно и предоставляется полностью независимо от числа дней, фактически использованных обучающимся до родов. "
118,Какие документы нужны для получения отпуска по беременности и родам?,"Заявление подается  через личный кабинет на портале ""Вместе"". Отпуск по беременности и родам предоставляется обучающемуся на основании личного заявления и выданной в установленном порядке медицинской справки. Продолжительность отпуска по беременности и родам составляет 70 (в случае многоплодной беременности – 84) календарных дней до родов и 70 (в случае осложненных родов – 86, при рождении двух или более детей – 110) календарных дней после родов, исчисляется суммарно и предоставляется полностью независимо от числа дней, фактически использованных обучающимся до родов. "
119,Какова продолжительность отпуска по беременности и родам?,"Заявление подается  через личный кабинет на портале ""Вместе"". Отпуск по беременности и родам предоставляется обучающемуся на основании личного заявления и выданной в установленном порядке медицинской справки. Продолжительность отпуска по беременности и родам составляет 70 (в случае многоплодной беременности – 84) календарных дней до родов и 70 (в случае осложненных родов – 86, при рождении двух или более детей – 110) календарных дней после родов, исчисляется суммарно и предоставляется полностью независимо от числа дней, фактически использованных обучающимся до родов. "
120,Как исчисляется продолжительность отпуска по беременности и родам?,"Заявление подается  через личный кабинет на портале ""Вместе"". Отпуск по беременности и родам предоставляется обучающемуся на основании личного заявления и выданной в установленном порядке медицинской справки. Продолжительность отпуска по беременности и родам составляет 70 (в случае многоплодной беременности – 84) календарных дней до родов и 70 (в случае осложненных родов – 86, при рождении двух или более детей – 110) календарных дней после родов, исчисляется суммарно и предоставляется полностью независимо от числа дней, фактически использованных обучающимся до родов. "
121,Предоставляется ли отпуск по беременности и родам независимо от фактически использованных дней до родов?,"Заявление подается  через личный кабинет на портале ""Вместе"". Отпуск по беременности и родам предоставляется обучающемуся на основании личного заявления и выданной в установленном порядке медицинской справки. Продолжительность отпуска по беременности и родам составляет 70 (в случае многоплодной беременности – 84) календарных дней до родов и 70 (в случае осложненных родов – 86, при рождении двух или более детей – 110) календарных дней после родов, исчисляется суммарно и предоставляется полностью независимо от числа дней, фактически использованных обучающимся до родов. "
122,Как подать заявление на выход из отпуска?,"Заявление на выход из отпуска подается не позднее, чем за три недели до его окончания. Дата подачи заявления должна быть текущей. Бланк заявления на выход из академического отпуска можете скачать по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/otpusk/ .  Вы можете подать заявление лично, обратившись в Единый деканат (ул. Семакова, 18, холл 3 этаж) с паспортом или студенческим билетом, либо направить подписанный своей рукой бланк на e-mail:  ed@utmn.ru  "
123,Какая дата является крайней для подачи заявления на выход из отпуска?,"Заявление на выход из отпуска подается не позднее, чем за три недели до его окончания. Дата подачи заявления должна быть текущей. Бланк заявления на выход из академического отпуска можете скачать по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/otpusk/ .  Вы можете подать заявление лично, обратившись в Единый деканат (ул. Семакова, 18, холл 3 этаж) с паспортом или студенческим билетом, либо направить подписанный своей рукой бланк на e-mail:  ed@utmn.ru  "
124,Где можно скачать бланк заявления на выход из отпуска?,"Заявление на выход из отпуска подается не позднее, чем за три недели до его окончания. Дата подачи заявления должна быть текущей. Бланк заявления на выход из академического отпуска можете скачать по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/otpusk/ .  Вы можете подать заявление лично, обратившись в Единый деканат (ул. Семакова, 18, холл 3 этаж) с паспортом или студенческим билетом, либо направить подписанный своей рукой бланк на e-mail:  ed@utmn.ru  "
125,Какие документы необходимо предоставить при подаче заявления лично?,"Заявление на выход из отпуска подается не позднее, чем за три недели до его окончания. Дата подачи заявления должна быть текущей. Бланк заявления на выход из академического отпуска можете скачать по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/otpusk/ .  Вы можете подать заявление лично, обратившись в Единый деканат (ул. Семакова, 18, холл 3 этаж) с паспортом или студенческим билетом, либо направить подписанный своей рукой бланк на e-mail:  ed@utmn.ru  "
126,Как можно отправить подписанный бланк заявления на e-mail?,"Заявление на выход из отпуска подается не позднее, чем за три недели до его окончания. Дата подачи заявления должна быть текущей. Бланк заявления на выход из академического отпуска можете скачать по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/otpusk/ .  Вы можете подать заявление лично, обратившись в Единый деканат (ул. Семакова, 18, холл 3 этаж) с паспортом или студенческим билетом, либо направить подписанный своей рукой бланк на e-mail:  ed@utmn.ru  "
127,Как подать заявление на выход из академического отпуска?,"Для рассмотрения возможности продления академического отпуска необходимо подать два заявления:  на выход из отпуска,  на предоставление нового отпуска. Вы можете подать заявления лично, обратившись в Единый деканат (ул Семакова, 18, холл 3 этаж) с паспортом или студенческим билетом, либо направить подписанный своей рукой бланк на e-mail:  ed@utmn.ru   Бланки заявления:  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/otpusk/ . "
128,Как подать заявление на предоставление нового академического отпуска?,"Для рассмотрения возможности продления академического отпуска необходимо подать два заявления:  на выход из отпуска,  на предоставление нового отпуска. Вы можете подать заявления лично, обратившись в Единый деканат (ул Семакова, 18, холл 3 этаж) с паспортом или студенческим билетом, либо направить подписанный своей рукой бланк на e-mail:  ed@utmn.ru   Бланки заявления:  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/otpusk/ . "
129,Где можно найти бланки заявлений?,"Для рассмотрения возможности продления академического отпуска необходимо подать два заявления:  на выход из отпуска,  на предоставление нового отпуска. Вы можете подать заявления лично, обратившись в Единый деканат (ул Семакова, 18, холл 3 этаж) с паспортом или студенческим билетом, либо направить подписанный своей рукой бланк на e-mail:  ed@utmn.ru   Бланки заявления:  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/otpusk/ . "
130,Какой адрес Единого деканата?,"Для рассмотрения возможности продления академического отпуска необходимо подать два заявления:  на выход из отпуска,  на предоставление нового отпуска. Вы можете подать заявления лично, обратившись в Единый деканат (ул Семакова, 18, холл 3 этаж) с паспортом или студенческим билетом, либо направить подписанный своей рукой бланк на e-mail:  ed@utmn.ru   Бланки заявления:  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/otpusk/ . "
131,Какой электронный адрес для направления заявлений на e-mail?,"Для рассмотрения возможности продления академического отпуска необходимо подать два заявления:  на выход из отпуска,  на предоставление нового отпуска. Вы можете подать заявления лично, обратившись в Единый деканат (ул Семакова, 18, холл 3 этаж) с паспортом или студенческим билетом, либо направить подписанный своей рукой бланк на e-mail:  ed@utmn.ru   Бланки заявления:  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/otpusk/ . "
134,Как подать заявление на академический отпуск?,"Заявление подается через личный кабинет на портале ""Вместе"". Основанием для принятия решения о предоставлении обучающемуся академического отпуска является: повестка военного комиссариата, содержащая время и место отправки к месту прохождения военной службу,  в связи с призывом на военную службу. Дата начала отпуска - дата прибытия к месту службы. Отпуск предоставляется сроком на 1 год и 1 месяц от даты повестки. "
135,Какие основания могут быть для предоставления академического отпуска?,"Заявление подается через личный кабинет на портале ""Вместе"". Основанием для принятия решения о предоставлении обучающемуся академического отпуска является: повестка военного комиссариата, содержащая время и место отправки к месту прохождения военной службу,  в связи с призывом на военную службу. Дата начала отпуска - дата прибытия к месту службы. Отпуск предоставляется сроком на 1 год и 1 месяц от даты повестки. "
136,Какова продолжительность академического отпуска?,"Заявление подается через личный кабинет на портале ""Вместе"". Основанием для принятия решения о предоставлении обучающемуся академического отпуска является: повестка военного комиссариата, содержащая время и место отправки к месту прохождения военной службу,  в связи с призывом на военную службу. Дата начала отпуска - дата прибытия к месту службы. Отпуск предоставляется сроком на 1 год и 1 месяц от даты повестки. "
137,Когда начинается академический отпуск?,"Заявление подается через личный кабинет на портале ""Вместе"". Основанием для принятия решения о предоставлении обучающемуся академического отпуска является: повестка военного комиссариата, содержащая время и место отправки к месту прохождения военной службу,  в связи с призывом на военную службу. Дата начала отпуска - дата прибытия к месту службы. Отпуск предоставляется сроком на 1 год и 1 месяц от даты повестки. "
138,Как долго длится академический отпуск?,"Заявление подается через личный кабинет на портале ""Вместе"". Основанием для принятия решения о предоставлении обучающемуся академического отпуска является: повестка военного комиссариата, содержащая время и место отправки к месту прохождения военной службу,  в связи с призывом на военную службу. Дата начала отпуска - дата прибытия к месту службы. Отпуск предоставляется сроком на 1 год и 1 месяц от даты повестки. "
141,Как подать заявление на отпуск по уходу за ребенком до достижения им возраста трех лет?,"Заявление подается через личный кабинет на портале ""Вместе"". Отпуск по уходу за ребенком до достижения им возраста трех лет предоставляется обучающемуся, являющемуся матерью (отцом, опекуном) на основании личного заявления, к которому прилагается копия свидетельства о рождении ребенка. Отпуск по уходу за ребенком до достижения им возраста трех лет оформляется сроком не более трех лет с момента рождения ребенка и может быть использован полностью или по частям. "
142,Кто может получить отпуск по уходу за ребенком до достижения им возраста трех лет?,"Заявление подается через личный кабинет на портале ""Вместе"". Отпуск по уходу за ребенком до достижения им возраста трех лет предоставляется обучающемуся, являющемуся матерью (отцом, опекуном) на основании личного заявления, к которому прилагается копия свидетельства о рождении ребенка. Отпуск по уходу за ребенком до достижения им возраста трех лет оформляется сроком не более трех лет с момента рождения ребенка и может быть использован полностью или по частям. "
143,Какие документы необходимо предоставить вместе с заявлением?,"Заявление подается через личный кабинет на портале ""Вместе"". Отпуск по уходу за ребенком до достижения им возраста трех лет предоставляется обучающемуся, являющемуся матерью (отцом, опекуном) на основании личного заявления, к которому прилагается копия свидетельства о рождении ребенка. Отпуск по уходу за ребенком до достижения им возраста трех лет оформляется сроком не более трех лет с момента рождения ребенка и может быть использован полностью или по частям. "
144,Какой срок оформления отпуска по уходу за ребенком до достижения им возраста трех лет?,"Заявление подается через личный кабинет на портале ""Вместе"". Отпуск по уходу за ребенком до достижения им возраста трех лет предоставляется обучающемуся, являющемуся матерью (отцом, опекуном) на основании личного заявления, к которому прилагается копия свидетельства о рождении ребенка. Отпуск по уходу за ребенком до достижения им возраста трех лет оформляется сроком не более трех лет с момента рождения ребенка и может быть использован полностью или по частям. "
145,"Можно ли использовать отпуск по частям и если да, то как это происходит?","Заявление подается через личный кабинет на портале ""Вместе"". Отпуск по уходу за ребенком до достижения им возраста трех лет предоставляется обучающемуся, являющемуся матерью (отцом, опекуном) на основании личного заявления, к которому прилагается копия свидетельства о рождении ребенка. Отпуск по уходу за ребенком до достижения им возраста трех лет оформляется сроком не более трех лет с момента рождения ребенка и может быть использован полностью или по частям. "
148,Как подать заявление на отпуск?,"Заявление подается через личный кабинет на портале ""Вместе"". Основанием для предоставления отпуска является заключение врачебной комиссии медицинской организации. Отпуск предоставляется по датам, указанным в заключении врачебной комиссии. "
149,Какие документы нужны для подачи заявления на отпуск?,"Заявление подается через личный кабинет на портале ""Вместе"". Основанием для предоставления отпуска является заключение врачебной комиссии медицинской организации. Отпуск предоставляется по датам, указанным в заключении врачебной комиссии. "
150,Какое основание необходимо для предоставления отпуска?,"Заявление подается через личный кабинет на портале ""Вместе"". Основанием для предоставления отпуска является заключение врачебной комиссии медицинской организации. Отпуск предоставляется по датам, указанным в заключении врачебной комиссии. "
151,Когда предоставляется отпуск?,"Заявление подается через личный кабинет на портале ""Вместе"". Основанием для предоставления отпуска является заключение врачебной комиссии медицинской организации. Отпуск предоставляется по датам, указанным в заключении врачебной комиссии. "
152,Какие даты указываются в заключении врачебной комиссии?,"Заявление подается через личный кабинет на портале ""Вместе"". Основанием для предоставления отпуска является заключение врачебной комиссии медицинской организации. Отпуск предоставляется по датам, указанным в заключении врачебной комиссии. "
153,Как подать заявление на отчисление переводом?,"Подать заявление на отчисление переводом можно:  лично в Едином деканате (ул. Семакова, 18, холл 3 этаж). При себе иметь паспорт или студенческий билет;  в личном кабинете на портале ""Вместе"";  с корпоративной студенческой почты на почту  ed@utmn.ru .  ВАЖНО!  К заявлению необходимо приложить справку о переводе и перечень изученных дисциплин, пройденных практик, выполненных научных исследований, которые будут перезачтены или переаттестованы обучающемуся при переводе.  Приказ об отчислении переводом готовится в течение 5 (пяти) рабочих дней."
154,Где находится Единый деканат?,"Подать заявление на отчисление переводом можно:  лично в Едином деканате (ул. Семакова, 18, холл 3 этаж). При себе иметь паспорт или студенческий билет;  в личном кабинете на портале ""Вместе"";  с корпоративной студенческой почты на почту  ed@utmn.ru .  ВАЖНО!  К заявлению необходимо приложить справку о переводе и перечень изученных дисциплин, пройденных практик, выполненных научных исследований, которые будут перезачтены или переаттестованы обучающемуся при переводе.  Приказ об отчислении переводом готовится в течение 5 (пяти) рабочих дней."
155,Какие документы нужно приложить к заявлению на отчисление переводом?,"Подать заявление на отчисление переводом можно:  лично в Едином деканате (ул. Семакова, 18, холл 3 этаж). При себе иметь паспорт или студенческий билет;  в личном кабинете на портале ""Вместе"";  с корпоративной студенческой почты на почту  ed@utmn.ru .  ВАЖНО!  К заявлению необходимо приложить справку о переводе и перечень изученных дисциплин, пройденных практик, выполненных научных исследований, которые будут перезачтены или переаттестованы обучающемуся при переводе.  Приказ об отчислении переводом готовится в течение 5 (пяти) рабочих дней."
156,Сколько времени занимает подготовка приказа об отчислении переводом?,"Подать заявление на отчисление переводом можно:  лично в Едином деканате (ул. Семакова, 18, холл 3 этаж). При себе иметь паспорт или студенческий билет;  в личном кабинете на портале ""Вместе"";  с корпоративной студенческой почты на почту  ed@utmn.ru .  ВАЖНО!  К заявлению необходимо приложить справку о переводе и перечень изученных дисциплин, пройденных практик, выполненных научных исследований, которые будут перезачтены или переаттестованы обучающемуся при переводе.  Приказ об отчислении переводом готовится в течение 5 (пяти) рабочих дней."
157,"Можно ли подать заявление на отчисление переводом через личный кабинет на портале ""Вместе""?","Подать заявление на отчисление переводом можно:  лично в Едином деканате (ул. Семакова, 18, холл 3 этаж). При себе иметь паспорт или студенческий билет;  в личном кабинете на портале ""Вместе"";  с корпоративной студенческой почты на почту  ed@utmn.ru .  ВАЖНО!  К заявлению необходимо приложить справку о переводе и перечень изученных дисциплин, пройденных практик, выполненных научных исследований, которые будут перезачтены или переаттестованы обучающемуся при переводе.  Приказ об отчислении переводом готовится в течение 5 (пяти) рабочих дней."
