,question,document
214,"Можно ли подать апелляцию не лично, а через интернет или другого представителя?","Студент имеет право подать апелляцию о нарушении, по его мнению, установленной процедуры проведения государственного аттестационного испытания и (или) несогласии с результатами государственного экзамена. Апелляция подается студентом лично в Службу документационного обеспечения (ул. Володарского, д.6, каб.111) не позднее следующего рабочего дня после объявления результатов государственного аттестационного испытания."
215,"Какой срок для подачи апелляции устанавливается для студентов, которые не могут лично явиться в Службу документационного обеспечения?","Студент имеет право подать апелляцию о нарушении, по его мнению, установленной процедуры проведения государственного аттестационного испытания и (или) несогласии с результатами государственного экзамена. Апелляция подается студентом лично в Службу документационного обеспечения (ул. Володарского, д.6, каб.111) не позднее следующего рабочего дня после объявления результатов государственного аттестационного испытания."
216,"""Как мне подать заявление о перезачете дисциплины?""","Перезачет – это процедура аттестации с целью признания в полном объеме результатов освоения дисциплин (иных видов учебных работ), пройденных студентом в университете или в других образовательных организациях, полностью освобождающая его от необходимости повторного освоения дисциплины (иных видов учебных работ) и прохождения по ним промежуточной аттестации. Подать заявление о перезачете дисциплины  с предоставлением подтверждающего документа  можно не позднее, чем за три недели до начала промежуточной аттестации по данной дисциплине лично в Едином деканате или дистанционно, направив документы на электронную почту  ed@utmn.ru Бланк заявления доступен по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/inye-zayavleniya/ Обращаем внимание!  Для  студента высшего образования из диплома о среднем профессиональном образовании разрешается перезачет только дисциплин по физической культуре и спорту. Polozhenie-ob-attestatsi…"
217,"""Что я должен предоставить вместе со заявлением о перезачете?""","Перезачет – это процедура аттестации с целью признания в полном объеме результатов освоения дисциплин (иных видов учебных работ), пройденных студентом в университете или в других образовательных организациях, полностью освобождающая его от необходимости повторного освоения дисциплины (иных видов учебных работ) и прохождения по ним промежуточной аттестации. Подать заявление о перезачете дисциплины  с предоставлением подтверждающего документа  можно не позднее, чем за три недели до начала промежуточной аттестации по данной дисциплине лично в Едином деканате или дистанционно, направив документы на электронную почту  ed@utmn.ru Бланк заявления доступен по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/inye-zayavleniya/ Обращаем внимание!  Для  студента высшего образования из диплома о среднем профессиональном образовании разрешается перезачет только дисциплин по физической культуре и спорту. Polozhenie-ob-attestatsi…"
218,"""Можно ли перезачетать дисциплину по всем предметам?""","Перезачет – это процедура аттестации с целью признания в полном объеме результатов освоения дисциплин (иных видов учебных работ), пройденных студентом в университете или в других образовательных организациях, полностью освобождающая его от необходимости повторного освоения дисциплины (иных видов учебных работ) и прохождения по ним промежуточной аттестации. Подать заявление о перезачете дисциплины  с предоставлением подтверждающего документа  можно не позднее, чем за три недели до начала промежуточной аттестации по данной дисциплине лично в Едином деканате или дистанционно, направив документы на электронную почту  ed@utmn.ru Бланк заявления доступен по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/inye-zayavleniya/ Обращаем внимание!  Для  студента высшего образования из диплома о среднем профессиональном образовании разрешается перезачет только дисциплин по физической культуре и спорту. Polozhenie-ob-attestatsi…"
219,"Что делать, если у меня есть уважительная причина отсутствия на экзамене?","Обучающийся, имеющий уважительную причину отсутствия на экзамене (зачете), подтвержденную документально, обязан любым доступным для него способом (корпоративная электронная почта, телефон, почтовое письмо) сообщить об этом в Единый деканат в течение 5 (пяти) рабочих дней с момента возникновения причины и подать заявление с подтверждающим документом в течение  3 (трех) рабочих дней с момента их получения (закрытия). Медицинский документ, представленный обучающимся после получения неудовлетворительной оценки на экзамене (зачете), к рассмотрению не принимается. Иные уважительные причины (смерть близкого родственника, природная катастрофа или стихийное бедствие, повестка для явки в суд или в правоохранительные органы) подтверждаются документально не позднее трех рабочих дней после неявки. К уважительным причинам не относится отсутствие обучающегося на экзамене (зачете), вызванное обстоятельствами, связанными с работой обучающегося (служебная командировка и т.п.), за исключением служащих в силовых ведомствах. Если документ, представленный обучающимся и подтверждающий уважительную причину отсутствия, является подложным, результаты промежуточной аттестации аннулируются, и обучающийся отчисляется из Университета. Заявление о переносе сроков промежуточной аттестации можно скачать по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/inye-zayavleniya/"
220,Можно ли представить медицинский документ после получения неудовлетворительной оценки на экзамене?,"Обучающийся, имеющий уважительную причину отсутствия на экзамене (зачете), подтвержденную документально, обязан любым доступным для него способом (корпоративная электронная почта, телефон, почтовое письмо) сообщить об этом в Единый деканат в течение 5 (пяти) рабочих дней с момента возникновения причины и подать заявление с подтверждающим документом в течение  3 (трех) рабочих дней с момента их получения (закрытия). Медицинский документ, представленный обучающимся после получения неудовлетворительной оценки на экзамене (зачете), к рассмотрению не принимается. Иные уважительные причины (смерть близкого родственника, природная катастрофа или стихийное бедствие, повестка для явки в суд или в правоохранительные органы) подтверждаются документально не позднее трех рабочих дней после неявки. К уважительным причинам не относится отсутствие обучающегося на экзамене (зачете), вызванное обстоятельствами, связанными с работой обучающегося (служебная командировка и т.п.), за исключением служащих в силовых ведомствах. Если документ, представленный обучающимся и подтверждающий уважительную причину отсутствия, является подложным, результаты промежуточной аттестации аннулируются, и обучающийся отчисляется из Университета. Заявление о переносе сроков промежуточной аттестации можно скачать по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/inye-zayavleniya/"
221,Какие причины отсутствия на экзамене не считаются уважительными?,"Обучающийся, имеющий уважительную причину отсутствия на экзамене (зачете), подтвержденную документально, обязан любым доступным для него способом (корпоративная электронная почта, телефон, почтовое письмо) сообщить об этом в Единый деканат в течение 5 (пяти) рабочих дней с момента возникновения причины и подать заявление с подтверждающим документом в течение  3 (трех) рабочих дней с момента их получения (закрытия). Медицинский документ, представленный обучающимся после получения неудовлетворительной оценки на экзамене (зачете), к рассмотрению не принимается. Иные уважительные причины (смерть близкого родственника, природная катастрофа или стихийное бедствие, повестка для явки в суд или в правоохранительные органы) подтверждаются документально не позднее трех рабочих дней после неявки. К уважительным причинам не относится отсутствие обучающегося на экзамене (зачете), вызванное обстоятельствами, связанными с работой обучающегося (служебная командировка и т.п.), за исключением служащих в силовых ведомствах. Если документ, представленный обучающимся и подтверждающий уважительную причину отсутствия, является подложным, результаты промежуточной аттестации аннулируются, и обучающийся отчисляется из Университета. Заявление о переносе сроков промежуточной аттестации можно скачать по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/inye-zayavleniya/"
222,"""Какие условия необходимо выполнить студенту, чтобы не быть отчисленным из вуза после неявки на государственную итоговую аттестацию?""","Студент, не прошедший государственную итоговую аттестацию в связи с неявкой по уважительной причине, подтвержденной документально, вправе пройти ее в течение 6 месяцев после завершения ГИА без отчисления из вуза. Обучающийся, не прошедший один государственный экзамен по уважительной причине, допускается к сдаче следующего государственного экзамена (при его наличии), но не допускается к защите ВКР. Медицинский документ о болезни, представленный обучающимся после получения неудовлетворительной оценки на государственном аттестационном испытании, к рассмотрению не принимается. Заявление о переносе сроков государственной итоговой аттестации можно скачать по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/inye-zayavleniya/"
223,"""Может ли обучающийся, не прошедший один государственный экзамен по уважительной причине, сдать следующий государственный экзамен?""","Студент, не прошедший государственную итоговую аттестацию в связи с неявкой по уважительной причине, подтвержденной документально, вправе пройти ее в течение 6 месяцев после завершения ГИА без отчисления из вуза. Обучающийся, не прошедший один государственный экзамен по уважительной причине, допускается к сдаче следующего государственного экзамена (при его наличии), но не допускается к защите ВКР. Медицинский документ о болезни, представленный обучающимся после получения неудовлетворительной оценки на государственном аттестационном испытании, к рассмотрению не принимается. Заявление о переносе сроков государственной итоговой аттестации можно скачать по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/inye-zayavleniya/"
224,"""Можно ли представить медицинский документ о болезни после получения неудовлетворительной оценки на государственном аттестационном испытании?""","Студент, не прошедший государственную итоговую аттестацию в связи с неявкой по уважительной причине, подтвержденной документально, вправе пройти ее в течение 6 месяцев после завершения ГИА без отчисления из вуза. Обучающийся, не прошедший один государственный экзамен по уважительной причине, допускается к сдаче следующего государственного экзамена (при его наличии), но не допускается к защите ВКР. Медицинский документ о болезни, представленный обучающимся после получения неудовлетворительной оценки на государственном аттестационном испытании, к рассмотрению не принимается. Заявление о переносе сроков государственной итоговой аттестации можно скачать по ссылке  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/inye-zayavleniya/"
225,1. Как я могу восстановиться в университете после отчисления по причине просрочки оплаты стоимости платных образовательных услуг?,"Лицо, отчисленное по инициативе Университета за невыполнение условий договора об оказании платных образовательных услуг по причине просрочки оплаты стоимости платных образовательных услуг, может быть восстановлено сразу после внесения платы за соответствующий семестр (триместр, модуль), но не позднее семи рабочих дней после выхода приказа об отчислении. Пакет документов для восстановления: Заявление о восстановлении Копия паспорта (страница с фото + регистрация) Копия СНИЛС Согласие на обработку персональных данных Согласие на обработку персональных данных, разрешенных субъектом персональных данных для распространения Чек об оплате. Бланки заявления и согласий на обработку персональных данных  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/vosstanovlenie/ Заявление Вы можете подать лично в Едином деканате по адресу ул.Семакова, д.18 (3 этаж, холл) (при себе необходимо иметь паспорт и СНИЛС), либо дистанционно, отправив пакет документов на электронную почту  ed@utmn.ru"
226,2. Какие документы мне нужно предоставить для восстановления после отчисления?,"Лицо, отчисленное по инициативе Университета за невыполнение условий договора об оказании платных образовательных услуг по причине просрочки оплаты стоимости платных образовательных услуг, может быть восстановлено сразу после внесения платы за соответствующий семестр (триместр, модуль), но не позднее семи рабочих дней после выхода приказа об отчислении. Пакет документов для восстановления: Заявление о восстановлении Копия паспорта (страница с фото + регистрация) Копия СНИЛС Согласие на обработку персональных данных Согласие на обработку персональных данных, разрешенных субъектом персональных данных для распространения Чек об оплате. Бланки заявления и согласий на обработку персональных данных  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/vosstanovlenie/ Заявление Вы можете подать лично в Едином деканате по адресу ул.Семакова, д.18 (3 этаж, холл) (при себе необходимо иметь паспорт и СНИЛС), либо дистанционно, отправив пакет документов на электронную почту  ed@utmn.ru"
227,3. Где я могу лично подать документы для восстановления и какие документы мне нужно будет иметь с собой?,"Лицо, отчисленное по инициативе Университета за невыполнение условий договора об оказании платных образовательных услуг по причине просрочки оплаты стоимости платных образовательных услуг, может быть восстановлено сразу после внесения платы за соответствующий семестр (триместр, модуль), но не позднее семи рабочих дней после выхода приказа об отчислении. Пакет документов для восстановления: Заявление о восстановлении Копия паспорта (страница с фото + регистрация) Копия СНИЛС Согласие на обработку персональных данных Согласие на обработку персональных данных, разрешенных субъектом персональных данных для распространения Чек об оплате. Бланки заявления и согласий на обработку персональных данных  https://www.utmn.ru/o-tyumgu/organizatsionnaya-skhema-tyumgu/edinyy-dekanat/blanki-zayavleniy/vosstanovlenie/ Заявление Вы можете подать лично в Едином деканате по адресу ул.Семакова, д.18 (3 этаж, холл) (при себе необходимо иметь паспорт и СНИЛС), либо дистанционно, отправив пакет документов на электронную почту  ed@utmn.ru"
247,"- Какие документы нужно подать студенту, чтобы у него был академический отпуск?","бюджетов с убъектов Российской Федерации/ по договору об оказании платных 
образовательных услуг). 17 
 
Заявление о предоставлении отпуска в связи с участием в создании  
или созданного университетского стартапа  (стартап – проекта)   
 
Ректору ТюмГУ  
                                                                                                                 ФИО  
 
 
Я, ___________________________________________, студент (ка) ______курса  
                      ФИО обучающегося полностью  
____________________________________________________________________,  
                             наименование структур ного подразделения  
направление подготовки/ специальность ___________________________, 
профиль/специализация/ магистерская программа _________________________, 
очной/заочной/очно -заочной формы обучения (нужное подчеркнуть), 
обучающийся по договору об оказан ии платных образовательных услуг/  
на месте, финансируемом из федерального бюджета/бюджетов субъектов 
Российской Федерации  (нужное подчеркнуть) прошу в связи с участием в 
создании / созданного университетского стартапа  (стартап – проекта) 
предоставить акаде мический отпуск   с ___________ по _____________.  
 
 
______________                    ___________________                    ______________  
            (дата)                                     (подпись заявителя)                                        (ФИ О) 
 
 
 
 
 
  
 
 
  Приложение № 7 к Положению  
о порядке предоставления  
и выхода из академического отпуска, 
и иных отпусков для обучающихся  
в ФГАОУ ВО «Тюменский 
государственный университ ет»"
248,- Какие условия должны соблюдаться для предоставления академического отпуска?,"бюджетов с убъектов Российской Федерации/ по договору об оказании платных 
образовательных услуг). 17 
 
Заявление о предоставлении отпуска в связи с участием в создании  
или созданного университетского стартапа  (стартап – проекта)   
 
Ректору ТюмГУ  
                                                                                                                 ФИО  
 
 
Я, ___________________________________________, студент (ка) ______курса  
                      ФИО обучающегося полностью  
____________________________________________________________________,  
                             наименование структур ного подразделения  
направление подготовки/ специальность ___________________________, 
профиль/специализация/ магистерская программа _________________________, 
очной/заочной/очно -заочной формы обучения (нужное подчеркнуть), 
обучающийся по договору об оказан ии платных образовательных услуг/  
на месте, финансируемом из федерального бюджета/бюджетов субъектов 
Российской Федерации  (нужное подчеркнуть) прошу в связи с участием в 
создании / созданного университетского стартапа  (стартап – проекта) 
предоставить акаде мический отпуск   с ___________ по _____________.  
 
 
______________                    ___________________                    ______________  
            (дата)                                     (подпись заявителя)                                        (ФИ О) 
 
 
 
 
 
  
 
 
  Приложение № 7 к Положению  
о порядке предоставления  
и выхода из академического отпуска, 
и иных отпусков для обучающихся  
в ФГАОУ ВО «Тюменский 
государственный университ ет»"
249,- Какое время студенту разрешается брать для академического отпуска?,"бюджетов с убъектов Российской Федерации/ по договору об оказании платных 
образовательных услуг). 17 
 
Заявление о предоставлении отпуска в связи с участием в создании  
или созданного университетского стартапа  (стартап – проекта)   
 
Ректору ТюмГУ  
                                                                                                                 ФИО  
 
 
Я, ___________________________________________, студент (ка) ______курса  
                      ФИО обучающегося полностью  
____________________________________________________________________,  
                             наименование структур ного подразделения  
направление подготовки/ специальность ___________________________, 
профиль/специализация/ магистерская программа _________________________, 
очной/заочной/очно -заочной формы обучения (нужное подчеркнуть), 
обучающийся по договору об оказан ии платных образовательных услуг/  
на месте, финансируемом из федерального бюджета/бюджетов субъектов 
Российской Федерации  (нужное подчеркнуть) прошу в связи с участием в 
создании / созданного университетского стартапа  (стартап – проекта) 
предоставить акаде мический отпуск   с ___________ по _____________.  
 
 
______________                    ___________________                    ______________  
            (дата)                                     (подпись заявителя)                                        (ФИ О) 
 
 
 
 
 
  
 
 
  Приложение № 7 к Положению  
о порядке предоставления  
и выхода из академического отпуска, 
и иных отпусков для обучающихся  
в ФГАОУ ВО «Тюменский 
государственный университ ет»"
311,Какой тип основы обучения указан в данном документе?,"(нужное подчеркнуть)  
курс ______  
основа обучения (бюджет/ФЦП/договор)  
    (нужное подчеркнуть)  
_____________________________________  
(контактный телефон)  
e-mail  _______________________________  
(корпорат ивная почта)  Ректор у ТюмГУ  
    ФИО 16 
 
Приложение № 4 к Положению  
об аттестации обучающихся 
в федеральном государственном 
автономном образовательном 
учреждении высшего образования 
«Тюменский государственный 
университет»  
 
Заявление о перезачете дисциплин (иных видов учебных работ)  
 
 
ЗАЯВЛЕНИЕ  
______________  
       (дата)  
 
Прошу перезачесть дисциплины (иные виды учебных работ), изученные 
(пройденные) мною ранее:  
 
№ 
п/п Наименование 
дисциплины (иного вида 
учебных работ)  Семестр  
(триместр, 
модуль)  Количество 
з.е. (часы)  Оценка  
1     
2     
…     
 ___________ ______________________  
           (ФИО указать полностью)  
Институт/школа/филиал 
______________________________________  
Направление подготовки/специальность  
______________________________________  
Профиль/специализация/магистерская программа  
______________________________________  
форма обучения (очная/заочная/очно -заочная)  
       (нужное подчеркнуть)  
курс ______  
основа обучения (бюджет/ФЦП/договор)  
    (нужное подчеркнуть)  
_____________________________________  
                 (контактный телефон)  
e-mail  _______________________________  
                 (корпоративная почта)  Ректору ТюмГУ  
         ФИО"
312,Какие контактные данные указаны для связи с ректором ТюмГУ?,"(нужное подчеркнуть)  
курс ______  
основа обучения (бюджет/ФЦП/договор)  
    (нужное подчеркнуть)  
_____________________________________  
(контактный телефон)  
e-mail  _______________________________  
(корпорат ивная почта)  Ректор у ТюмГУ  
    ФИО 16 
 
Приложение № 4 к Положению  
об аттестации обучающихся 
в федеральном государственном 
автономном образовательном 
учреждении высшего образования 
«Тюменский государственный 
университет»  
 
Заявление о перезачете дисциплин (иных видов учебных работ)  
 
 
ЗАЯВЛЕНИЕ  
______________  
       (дата)  
 
Прошу перезачесть дисциплины (иные виды учебных работ), изученные 
(пройденные) мною ранее:  
 
№ 
п/п Наименование 
дисциплины (иного вида 
учебных работ)  Семестр  
(триместр, 
модуль)  Количество 
з.е. (часы)  Оценка  
1     
2     
…     
 ___________ ______________________  
           (ФИО указать полностью)  
Институт/школа/филиал 
______________________________________  
Направление подготовки/специальность  
______________________________________  
Профиль/специализация/магистерская программа  
______________________________________  
форма обучения (очная/заочная/очно -заочная)  
       (нужное подчеркнуть)  
курс ______  
основа обучения (бюджет/ФЦП/договор)  
    (нужное подчеркнуть)  
_____________________________________  
                 (контактный телефон)  
e-mail  _______________________________  
                 (корпоративная почта)  Ректору ТюмГУ  
         ФИО"
313,Какое поле в этом документе используется для указания телефона студента?,"(нужное подчеркнуть)  
курс ______  
основа обучения (бюджет/ФЦП/договор)  
    (нужное подчеркнуть)  
_____________________________________  
(контактный телефон)  
e-mail  _______________________________  
(корпорат ивная почта)  Ректор у ТюмГУ  
    ФИО 16 
 
Приложение № 4 к Положению  
об аттестации обучающихся 
в федеральном государственном 
автономном образовательном 
учреждении высшего образования 
«Тюменский государственный 
университет»  
 
Заявление о перезачете дисциплин (иных видов учебных работ)  
 
 
ЗАЯВЛЕНИЕ  
______________  
       (дата)  
 
Прошу перезачесть дисциплины (иные виды учебных работ), изученные 
(пройденные) мною ранее:  
 
№ 
п/п Наименование 
дисциплины (иного вида 
учебных работ)  Семестр  
(триместр, 
модуль)  Количество 
з.е. (часы)  Оценка  
1     
2     
…     
 ___________ ______________________  
           (ФИО указать полностью)  
Институт/школа/филиал 
______________________________________  
Направление подготовки/специальность  
______________________________________  
Профиль/специализация/магистерская программа  
______________________________________  
форма обучения (очная/заочная/очно -заочная)  
       (нужное подчеркнуть)  
курс ______  
основа обучения (бюджет/ФЦП/договор)  
    (нужное подчеркнуть)  
_____________________________________  
                 (контактный телефон)  
e-mail  _______________________________  
                 (корпоративная почта)  Ректору ТюмГУ  
         ФИО"
331,Каким образом Комиссия принимает решение о переходе обучающегося с платного обучения на бесплатное?,"деятельности  в соответствии с критериями, указанными в п.  2.1.1 . 
3.5. В результате рассмотрения заявления обучающегося и прилагаемых 
к нему документов Комиссией принимается одно из следующих решений:  
– о переходе обучающегося с платного обучения на бесплатное;  
– об от казе в переходе обучающегося с платного обучения на  бесплатное.  
3.6. Решение о переходе обучающегося с платного обучения на бесплатное 
принимается Комиссией с учетом количества вакантных бюджетных мест 
и приоритетов, установленных Комиссией, в соответствии  с пунктом 
3.3 настоящего Положения.  
3.7. При заполнении имеющихся вакантных мест с учетом приоритетов, 
установленных Комиссией, в соответствии с п . 3.4. настоящего Положения,  
в отношении оставшихся заявлений обучающихся Комиссией принимается 
решение об от казе в переходе с платного обучения на  бесплатное.  
3.8. Решение Комиссии  оформляется протоколом и  доводится до сведения 
обучающихся путем размещения выписки из протокола заседания Комиссии  
на сайте Университета и  доступно в личном кабинете на  корпоративно м портале 
«Вместе».  
3.9. Переход с платного обучения на бесплатное оформляется  приказом 
ректора  или иным уполномоченным лицом  Университета  не позднее  десяти  
календарных дней с даты принятия Комиссией решения о таком переходе. 11 
 
4. ЗАКЛЮЧИТЕЛЬНЫЕ ПОЛОЖЕНИЯ  
 
4.1. Изменения и дополнения к настоящему Положению вносятся 
в соответствии с нормативными правовыми актами Министерства  науки  
и высшего образования  Российской Федерации на основании решения Ученого 
совета Университета.  
4.2. Считать утратившим силу Положение о порядке и случаях перехода 
лиц, обучающихся по  образовательным программам среднего 
профессионального и высшего образования, с  платного обучения на бесплатное 
в федерально м государственно м автономном образовательно м учреждени и 
высшего образовани я «Тюменский государственный университет», 
утвержденное  решением Ученого совета  от 02.05.2023."
332,Что является основанием для принятия решения Комиссией о переходе с платного обучения на бесплатное?,"деятельности  в соответствии с критериями, указанными в п.  2.1.1 . 
3.5. В результате рассмотрения заявления обучающегося и прилагаемых 
к нему документов Комиссией принимается одно из следующих решений:  
– о переходе обучающегося с платного обучения на бесплатное;  
– об от казе в переходе обучающегося с платного обучения на  бесплатное.  
3.6. Решение о переходе обучающегося с платного обучения на бесплатное 
принимается Комиссией с учетом количества вакантных бюджетных мест 
и приоритетов, установленных Комиссией, в соответствии  с пунктом 
3.3 настоящего Положения.  
3.7. При заполнении имеющихся вакантных мест с учетом приоритетов, 
установленных Комиссией, в соответствии с п . 3.4. настоящего Положения,  
в отношении оставшихся заявлений обучающихся Комиссией принимается 
решение об от казе в переходе с платного обучения на  бесплатное.  
3.8. Решение Комиссии  оформляется протоколом и  доводится до сведения 
обучающихся путем размещения выписки из протокола заседания Комиссии  
на сайте Университета и  доступно в личном кабинете на  корпоративно м портале 
«Вместе».  
3.9. Переход с платного обучения на бесплатное оформляется  приказом 
ректора  или иным уполномоченным лицом  Университета  не позднее  десяти  
календарных дней с даты принятия Комиссией решения о таком переходе. 11 
 
4. ЗАКЛЮЧИТЕЛЬНЫЕ ПОЛОЖЕНИЯ  
 
4.1. Изменения и дополнения к настоящему Положению вносятся 
в соответствии с нормативными правовыми актами Министерства  науки  
и высшего образования  Российской Федерации на основании решения Ученого 
совета Университета.  
4.2. Считать утратившим силу Положение о порядке и случаях перехода 
лиц, обучающихся по  образовательным программам среднего 
профессионального и высшего образования, с  платного обучения на бесплатное 
в федерально м государственно м автономном образовательно м учреждени и 
высшего образовани я «Тюменский государственный университет», 
утвержденное  решением Ученого совета  от 02.05.2023."
